[1] NCTID: NCT03899961, PMID: 34745566, PMCID: 8561611
[411] NCTID: NCT03230097, PMID: 33354862, PMCID: 8451588
[412] NCTID: NCT02833077, PMID: 33347003, PMCID: 7752233
[413] NCTID: NCT02927457, PMID: 33336508, PMCID: 8596667
[414] NCTID: NCT03380429, PMID: 33334936, PMCID: 8176348
[415] NCTID: NCT02721966, PMID: 33334727, PMCID: 8053347
[416] NCTID: NCT02396316, PMID: 33330958, PMCID: 7889669
[417] NCTID: NCT02628600, PMID: 33326356, PMCID: 8328368
[418] NCTID: NCT03205488, PMID: 33315105, PMCID: 7737147
[419] NCTID: NCT04544787, PMID: 33308429, PMCID: 7811203
[420] NCTID: NCT02190604, PMID: 33293212, PMCID: 8935475
[421] NCTID: NCT01883362, PMID: 33288862, PMCID: 8113057
[422] NCTID: NCT03239496, PMID: 33284114, PMCID: 7992032
[423] NCTID: NCT04095039, PMID: 33279558, PMCID: 9933919
[424] NCTID: NCT02656173, PMID: 33245533, PMCID: 7854388
[425] NCTID: NCT02093221, PMID: 33244872, PMCID: 7984376
[426] NCTID: NCT02874846, PMID: 33244711, PMCID: 7887148
[427] NCTID: NCT03238781, PMID: 33231489, PMCID: 7786389
[428] NCTID: NCT03147248, PMID: 33230526, PMCID: 8121438
[429] NCTID: NCT01753193, PMID: 33225631, PMCID: 8252065
[430] NCTID: NCT02257177, PMID: 33214209, PMCID: 8156151
[431] NCTID: NCT03150589, PMID: 33211076, PMCID: 7677876
[432] NCTID: NCT01770353, PMID: 33201358, PMCID: 7921078
[433] NCTID: NCT03563183, PMID: 33197294, PMCID: 7984267
[434] NCTID: NCT03404401, PMID: 33165006, PMCID: 7864663
[435] NCTID: NCT03658629, PMID: 33146720, PMCID: 8664440
[436] NCTID: NCT03181529, PMID: 33146667, PMCID: 7643046
[437] NCTID: NCT02944617, PMID: 33135866, PMCID: 7826461
[438] NCTID: NCT04209400, PMID: 33119068, PMCID: 8563202
[439] NCTID: NCT02195349, PMID: 33113155, PMCID: 8246744
[440] NCTID: NCT03068312, PMID: 33095038, PMCID: 8094270
[441] NCTID: NCT02491684, PMID: 33091192, PMCID: 7984268
[442] NCTID: NCT03977727, PMID: 33090016, PMCID: 7994433
[443] NCTID: NCT03316131, PMID: 33075806, PMCID: 8063233
[444] NCTID: NCT02432703, PMID: 33070154, PMCID: 8115178
[445] NCTID: NCT02559206, PMID: 33065589, PMCID: 8279899
[446] NCTID: NCT02352493, PMID: 33047216, PMCID: 9203406
[447] NCTID: NCT02960438, PMID: 33038062, PMCID: 8048525
[448] NCTID: NCT03714659, PMID: 33026537, PMCID: 7843556
[449] NCTID: NCT02424539, PMID: 33007780, PMCID: 8249237
[450] NCTID: NCT04329923, PMID: 33001138, PMCID: 7527945
[451] NCTID: NCT04356573, PMID: 32970234, PMCID: 7900049
[452] NCTID: NCT02734862, PMID: 32955088, PMCID: 8662762
[453] NCTID: NCT02325791, PMID: 32897368, PMCID: 8653633
[454] NCTID: NCT03170609, PMID: 32891191, PMCID: 9760110
[455] NCTID: NCT02753400, PMID: 32852613, PMCID: 7843479
[456] NCTID: NCT01891331, PMID: 32818963, PMCID: 8492116
[457] NCTID: NCT02820038, PMID: 32799397, PMCID: 9305434
[458] NCTID: NCT03247686, PMID: 32798283, PMCID: 7839752
[459] NCTID: NCT02296424, PMID: 32783351, PMCID: 7898684
[460] NCTID: NCT03469336, PMID: 32767679, PMCID: 7756278
[461] NCTID: NCT02618187, PMID: 32763240, PMCID: 7402096
[462] NCTID: NCT02260934, PMID: 32755035, PMCID: 7839443
[463] NCTID: NCT03313037, PMID: 32716500, PMCID: 8492133
[464] NCTID: NCT02151643, PMID: 32651955, PMCID: 8311578
[465] NCTID: NCT02582255, PMID: 32621741, PMCID: 7781454
[466] NCTID: NCT03557931, PMID: 32533536, PMCID: 7808976
[467] NCTID: NCT02991859, PMID: 32484940, PMCID: 9328361
[468] NCTID: NCT02437487, PMID: 32255488, PMCID: 8204772
[469] NCTID: NCT03454048, PMID: 32239171, PMCID: 8514191
[470] NCTID: NCT02940860, PMID: 32049331, PMCID: 7771981
[471] NCTID: NCT00381680, PMID: 32001530, PMCID: 7776266
[472] NCTID: NCT01953081, PMID: 31990087, PMCID: 7891369
[473] NCTID: NCT02708121, PMID: 31586443, PMCID: 7877306
[474] NCTID: NCT02079844, PMID: 30536081, PMCID: 8062361
[475] NCTID: NCT05299242, PMID: 37881307, PMCID: 10593336
[476] NCTID: NCT03343483, PMID: 36479062, PMCID: 9720528
[477] NCTID: NCT04150861, PMID: 36478528, PMCID: 9834375
[478] NCTID: NCT03062358, PMID: 36455168, PMCID: 9995104
[479] NCTID: NCT03557697, PMID: 36306161, PMCID: 9652737
[480] NCTID: NCT03359473, PMID: 36283827, PMCID: 9985744
[481] NCTID: NCT03244033, PMID: 36279133, PMCID: 9593230
[482] NCTID: NCT03748823, PMID: 36272026, PMCID: 9589670
[483] NCTID: NCT04227704, PMID: 36271352, PMCID: 9587550
[484] NCTID: NCT02975102, PMID: 36269661, PMCID: 9700343
[485] NCTID: NCT02516605, PMID: 36267872, PMCID: 9576902
[486] NCTID: NCT02950818, PMID: 36267321, PMCID: 9579718
[487] NCTID: NCT03325608, PMID: 36264626, PMCID: 9634513
[488] NCTID: NCT03393208, PMID: 36264446, PMCID: 9700552
[489] NCTID: NCT05161351, PMID: 36258248, PMCID: 9579625
[490] NCTID: NCT04955639, PMID: 36257323, PMCID: 9732762
[491] NCTID: NCT02893917, PMID: 36256912, PMCID: 9901975
[492] NCTID: NCT05405218, PMID: 36254038, PMCID: 9575820
[493] NCTID: NCT01657760, PMID: 36249526, PMCID: 9553840
[494] NCTID: NCT04379271, PMID: 36242741, PMCID: 9568890
[495] NCTID: NCT01897896, PMID: 36242718, PMCID: 9653309
[496] NCTID: NCT04836455, PMID: 36227597, PMCID: 9561946
[497] NCTID: NCT04377620, PMID: 36226977, PMCID: 9668361
[498] NCTID: NCT03178643, PMID: 36215323, PMCID: 9591057
[499] NCTID: NCT05209880, PMID: 36210436, PMCID: 9549655
[500] NCTID: NCT05160766, PMID: 36209129, PMCID: 9547672
[501] NCTID: NCT04004507, PMID: 36209072, PMCID: 9548101
[502] NCTID: NCT04382053, PMID: 36104613, PMCID: 9473473
[503] NCTID: NCT02927301, PMID: 36097216, PMCID: 9556329
[504] NCTID: NCT03844321, PMID: 36094813, PMCID: 9513687
[505] NCTID: NCT01683422, PMID: 36092320, PMCID: 9459205
[506] NCTID: NCT04472429, PMID: 36091159, PMCID: 9449327
[507] NCTID: NCT03078907, PMID: 36089068, PMCID: 9899640
[508] NCTID: NCT04033003, PMID: 36083608, PMCID: 9508671
[509] NCTID: NCT03414372, PMID: 36074551, PMCID: 9501675
[510] NCTID: NCT02506465, PMID: 36070450, PMCID: 9810348
[511] NCTID: NCT04515771, PMID: 36066967, PMCID: 9490546
[512] NCTID: NCT03662698, PMID: 36064748, PMCID: 9446833
[513] NCTID: NCT05181657, PMID: 36064745, PMCID: 9444113
[514] NCTID: NCT03811535, PMID: 36062966, PMCID: 9693810
[515] NCTID: NCT02356900, PMID: 36060678, PMCID: 9437248
[516] NCTID: NCT03141905, PMID: 36046613, PMCID: 9421397
[517] NCTID: NCT04556552, PMID: 36041704, PMCID: 9588751
[518] NCTID: NCT03201874, PMID: 36040789, PMCID: 9472047
[519] NCTID: NCT04155073, PMID: 36040766, PMCID: 9472044
[520] NCTID: NCT02879318, PMID: 36028483, PMCID: 9418247
[521] NCTID: NCT04246593, PMID: 36011468, PMCID: 9408281
[522] NCTID: NCT03811002, PMID: 36006678, PMCID: 9459930
[523] NCTID: NCT02338999, PMID: 35914929, PMCID: 9606512
[524] NCTID: NCT03480386, PMID: 35914215, PMCID: 9667800
[525] NCTID: NCT01602510, PMID: 35909213, PMCID: 9339436
[526] NCTID: NCT03315962, PMID: 35908553, PMCID: 9536151
[527] NCTID: NCT04941131, PMID: 35905275, PMCID: 9333084
[528] NCTID: NCT05086796, PMID: 35902888, PMCID: 9331017
[529] NCTID: NCT04401423, PMID: 35902867, PMCID: 9332096
[530] NCTID: NCT02912572, PMID: 35900726, PMCID: 9335244
[531] NCTID: NCT03187301, PMID: 35899977, PMCID: 9541463
[532] NCTID: NCT04129086, PMID: 35897081, PMCID: 9326146
[533] NCTID: NCT03963232, PMID: 35896988, PMCID: 9330971
[534] NCTID: NCT04016779, PMID: 35896943, PMCID: 9328182
[535] NCTID: NCT03101566, PMID: 35895381, PMCID: 9540241
[536] NCTID: NCT04663945, PMID: 35882451, PMCID: 9329728
[537] NCTID: NCT01797263, PMID: 35875477, PMCID: 9300933
[538] NCTID: NCT01561053, PMID: 35867135, PMCID: 9606044
[539] NCTID: NCT04736472, PMID: 35865463, PMCID: 9295185
[540] NCTID: NCT02632747, PMID: 35862082, PMCID: 9354594
[541] NCTID: NCT03777709, PMID: 35861762, PMCID: 9287100
[542] NCTID: NCT03282071, PMID: 35857769, PMCID: 9299310
[543] NCTID: NCT04511286, PMID: 35854392, PMCID: 9294766
[544] NCTID: NCT04182334, PMID: 35854358, PMCID: 9295531
[545] NCTID: NCT04254679, PMID: 35849399, PMCID: 9294998
[546] NCTID: NCT03650452, PMID: 35841234, PMCID: 9804149
[547] NCTID: NCT03808818, PMID: 35841024, PMCID: 9284951
[548] NCTID: NCT03196973, PMID: 35834251, PMCID: 10881221
[549] NCTID: NCT02747004, PMID: 35829935, PMCID: 9338008
[550] NCTID: NCT04078126, PMID: 35815354, PMCID: 9340410
[551] NCTID: NCT05221749, PMID: 35804457, PMCID: 9264752
[552] NCTID: NCT04094870, PMID: 35803896, PMCID: 9270230
[553] NCTID: NCT04625114, PMID: 35803469, PMCID: 9254441
[554] NCTID: NCT02901431, PMID: 35793101, PMCID: 9260643
[555] NCTID: NCT04523571, PMID: 35771353, PMCID: 9245386
[556] NCTID: NCT03726879, PMID: 35763704, PMCID: 9426828
[557] NCTID: NCT03781479, PMID: 35763114, PMCID: 9243784
[558] NCTID: NCT04947150, PMID: 35749216, PMCID: 9270710
[559] NCTID: NCT03350035, PMID: 35748707, PMCID: 9796093
[560] NCTID: NCT01864018, PMID: 35737873, PMCID: 9631712
[561] NCTID: NCT03504085, PMID: 35734420, PMCID: 9208032
[562] NCTID: NCT04891406, PMID: 35732751, PMCID: 9217727
[563] NCTID: NCT05139927, PMID: 35729622, PMCID: 9210062
[564] NCTID: NCT05233800, PMID: 35729605, PMCID: 9210637
[565] NCTID: NCT03268954, PMID: 35728048, PMCID: 9631625
[566] NCTID: NCT01283009, PMID: 35723686, PMCID: 9208259
[567] NCTID: NCT04671017, PMID: 35718205, PMCID: 9212764
[568] NCTID: NCT03783546, PMID: 35715806, PMCID: 9204361
[569] NCTID: NCT02914132, PMID: 35715801, PMCID: 9205040
[570] NCTID: NCT04050540, PMID: 35710444, PMCID: 9201793
[571] NCTID: NCT02799745, PMID: 35708696, PMCID: 9204619
[572] NCTID: NCT03846219, PMID: 35698927, PMCID: 9268865
[573] NCTID: NCT03289143, PMID: 35696185, PMCID: 9194753
[574] NCTID: NCT04834726, PMID: 35696165, PMCID: 9194662
[575] NCTID: NCT05074251, PMID: 35690880, PMCID: 9188623
[576] NCTID: NCT04016272, PMID: 35690388, PMCID: 9387776
[577] NCTID: NCT01791985, PMID: 35688802, PMCID: 9187670
[578] NCTID: NCT03347422, PMID: 35687757, PMCID: 9437710
[579] NCTID: NCT05271175, PMID: 35686190, PMCID: 9170940
[580] NCTID: NCT04570930, PMID: 35679283, PMCID: 9182304
[581] NCTID: NCT01554618, PMID: 35679098, PMCID: 9346995
[582] NCTID: NCT04476472, PMID: 35678724, PMCID: 9346983
[583] NCTID: NCT03353350, PMID: 35671039, PMCID: 9274225
[584] NCTID: NCT04307004, PMID: 35667722, PMCID: 10098258
[585] NCTID: NCT03485950, PMID: 35663286, PMCID: 9154317
[586] NCTID: NCT02365285, PMID: 35659521, PMCID: 9164360
[587] NCTID: NCT03688802, PMID: 35653029, PMCID: 9253229
[588] NCTID: NCT03813199, PMID: 35641124, PMCID: 9279835
[589] NCTID: NCT05124665, PMID: 35613785, PMCID: 9134160
[590] NCTID: NCT03275168, PMID: 35612881, PMCID: 9178458
[591] NCTID: NCT04616430, PMID: 35604960, PMCID: 9256025
[592] NCTID: NCT03562767, PMID: 35597972, PMCID: 9123732
[593] NCTID: NCT02991807, PMID: 35594551, PMCID: 9558845
[594] NCTID: NCT03640325, PMID: 35585525, PMCID: 9117082
[595] NCTID: NCT03041025, PMID: 35583273, PMCID: 9788816
[596] NCTID: NCT05172050, PMID: 35582123, PMCID: 9098200
[597] NCTID: NCT03939793, PMID: 35581452, PMCID: 9113615
[598] NCTID: NCT03849768, PMID: 35580297, PMCID: 9509093
[599] NCTID: NCT03398213, PMID: 35579025, PMCID: 9597160
[600] NCTID: NCT04775953, PMID: 35578360, PMCID: 9109297
[601] NCTID: NCT04830800, PMID: 35577631, PMCID: 9106407
[602] NCTID: NCT03032250, PMID: 35575280, PMCID: 9121462
[603] NCTID: NCT03719443, PMID: 35570983, PMCID: 9091613
[604] NCTID: NCT03896152, PMID: 35561315, PMCID: 9636331
[605] NCTID: NCT03215264, PMID: 35552447, PMCID: 9438902
[606] NCTID: NCT04445688, PMID: 35551600, PMCID: 9098382
[607] NCTID: NCT03689374, PMID: 35546450, PMCID: 9545869
[608] NCTID: NCT03321929, PMID: 35544130, PMCID: 9096689
[609] NCTID: NCT03572062, PMID: 35543281, PMCID: 9749002
[610] NCTID: NCT04426656, PMID: 35537794, PMCID: 9092176
[611] NCTID: NCT04542317, PMID: 35534904, PMCID: 9081958
[612] NCTID: NCT02949934, PMID: 35523943, PMCID: 9073504
[613] NCTID: NCT04798196, PMID: 35511229, PMCID: 9121223
[614] NCTID: NCT03443427, PMID: 35509077, PMCID: 9069748
[615] NCTID: NCT02118337, PMID: 35507017, PMCID: 9365340
[616] NCTID: NCT02357290, PMID: 35505312, PMCID: 9066881
[617] NCTID: NCT04453709, PMID: 35504635, PMCID: 9097550
[618] NCTID: NCT04712110, PMID: 35501178, PMCID: 9053833
[619] NCTID: NCT03512756, PMID: 35499204, PMCID: 9678093
[620] NCTID: NCT04375397, PMID: 35493119, PMCID: 8992313
[621] NCTID: NCT04528732, PMID: 35488323, PMCID: 9052650
[622] NCTID: NCT03953508, PMID: 35487522, PMCID: 9051549
[623] NCTID: NCT04295135, PMID: 35484491, PMCID: 9047458
[624] NCTID: NCT02361762, PMID: 35481725, PMCID: 9322009
[625] NCTID: NCT04499391, PMID: 35476823, PMCID: 9109778
[626] NCTID: NCT04668248, PMID: 35475982, PMCID: 9096643
[627] NCTID: NCT03391232, PMID: 35472243, PMCID: 9365360
[628] NCTID: NCT03338023, PMID: 35471721, PMCID: 9174415
[629] NCTID: NCT03101358, PMID: 35471470, PMCID: 9167189
[630] NCTID: NCT04121078, PMID: 35460165, PMCID: 9199876
[631] NCTID: NCT02839330, PMID: 35455245, PMCID: 9027673
[632] NCTID: NCT05142332, PMID: 35449064, PMCID: 9021557
[633] NCTID: NCT01086605, PMID: 35445723, PMCID: 9074972
[634] NCTID: NCT03711266, PMID: 35445362, PMCID: 9020756
[635] NCTID: NCT03435640, PMID: 35444059, PMCID: 9021762
[636] NCTID: NCT01993186, PMID: 35441706, PMCID: 9546029
[637] NCTID: NCT03875339, PMID: 35440449, PMCID: 9020299
[638] NCTID: NCT04101526, PMID: 35438442, PMCID: 9016697
[639] NCTID: NCT02533063, PMID: 35436920, PMCID: 9017010
[640] NCTID: NCT02236520, PMID: 35435017, PMCID: 9238458
[641] NCTID: NCT02759575, PMID: 35434343, PMCID: 9008154
[642] NCTID: NCT03344458, PMID: 35428884, PMCID: 9202697
[643] NCTID: NCT04616547, PMID: 35428207, PMCID: 9013149
[644] NCTID: NCT02848651, PMID: 35422531, PMCID: 9117143
[645] NCTID: NCT04757298, PMID: 35421999, PMCID: 9009493
[646] NCTID: NCT03073200, PMID: 35416908, PMCID: 9008559
[647] NCTID: NCT03995069, PMID: 35413931, PMCID: 9003156
[648] NCTID: NCT03634397, PMID: 35413856, PMCID: 9002228
[649] NCTID: NCT02818998, PMID: 35412227, PMCID: 9123040
[650] NCTID: NCT02968004, PMID: 35405011, PMCID: 9202717
[651] NCTID: NCT03550378, PMID: 35403793, PMCID: 9323481
[652] NCTID: NCT02294461, PMID: 35397772, PMCID: 9123068
[653] NCTID: NCT02606461, PMID: 35394800, PMCID: 9467680
[654] NCTID: NCT04756531, PMID: 35388471, PMCID: 9087011
[655] NCTID: NCT02292758, PMID: 35380713, PMCID: 8982431
[656] NCTID: NCT04608188, PMID: 35378750, PMCID: 8978946
[657] NCTID: NCT03326518, PMID: 35378633, PMCID: 8980139
[658] NCTID: NCT03100942, PMID: 35377447, PMCID: 9707320
[659] NCTID: NCT04362137, PMID: 35368384, PMCID: 8963773
[660] NCTID: NCT02407054, PMID: 35363301, PMCID: 9662871
[661] NCTID: NCT02765412, PMID: 35363144, PMCID: 9015752
[662] NCTID: NCT04025762, PMID: 35359882, PMCID: 8967297
[663] NCTID: NCT02484391, PMID: 35354808, PMCID: 8967916
[664] NCTID: NCT04321031, PMID: 35354614, PMCID: 8968568
[665] NCTID: NCT03256227, PMID: 35354481, PMCID: 8965544
[666] NCTID: NCT03536143, PMID: 35347281, PMCID: 9018416
[667] NCTID: NCT02928952, PMID: 35346971, PMCID: 8961140
[668] NCTID: NCT03751280, PMID: 35343910, PMCID: 9002609
[669] NCTID: NCT02424344, PMID: 35342289, PMCID: 8943652
[670] NCTID: NCT04315272, PMID: 35337289, PMCID: 8957146
[671] NCTID: NCT02583763, PMID: 35333947, PMCID: 9293814
[672] NCTID: NCT03451786, PMID: 35333839, PMCID: 9514744
[673] NCTID: NCT02389465, PMID: 35332134, PMCID: 8948274
[674] NCTID: NCT03307785, PMID: 35332062, PMCID: 8948406
[675] NCTID: NCT02697734, PMID: 35325149, PMCID: 9202723
[676] NCTID: NCT02845752, PMID: 35323052, PMCID: 9054255
[677] NCTID: NCT04876274, PMID: 35319478, PMCID: 8987969
[678] NCTID: NCT03761056, PMID: 35314842, PMCID: 9018426
[679] NCTID: NCT03007979, PMID: 35314693, PMCID: 8938484
[680] NCTID: NCT02224482, PMID: 35311678, PMCID: 8981019
[681] NCTID: NCT04478266, PMID: 35309087, PMCID: 8928355
[682] NCTID: NCT03224468, PMID: 35302633, PMCID: 8933735
[683] NCTID: NCT03954626, PMID: 35301822, PMCID: 8931501
[684] NCTID: NCT03098433, PMID: 35295986, PMCID: 8919711
[685] NCTID: NCT01781572, PMID: 35294522, PMCID: 9365377
[686] NCTID: NCT04351243, PMID: 35290169, PMCID: 9873114
[687] NCTID: NCT02589847, PMID: 35279084, PMCID: 8917640
[688] NCTID: NCT03355664, PMID: 35276064, PMCID: 9132777
[689] NCTID: NCT03503669, PMID: 35275541, PMCID: 9198760
[690] NCTID: NCT03827018, PMID: 35264321, PMCID: 8995812
[691] NCTID: NCT04727749, PMID: 35263346, PMCID: 9064456
[692] NCTID: NCT04113694, PMID: 35263188, PMCID: 9353978
[693] NCTID: NCT02034409, PMID: 35258579, PMCID: 8905392
[694] NCTID: NCT04418076, PMID: 35254270, PMCID: 8938831
[695] NCTID: NCT02467504, PMID: 35250032, PMCID: 8898945
[696] NCTID: NCT03595748, PMID: 35247960, PMCID: 8897762
[697] NCTID: NCT04999592, PMID: 35246202, PMCID: 8895836
[698] NCTID: NCT02234063, PMID: 35244702, PMCID: 8897752
[699] NCTID: NCT04780061, PMID: 35241474, PMCID: 8895416
[700] NCTID: NCT03881059, PMID: 35241426, PMCID: 9120409
[701] NCTID: NCT03691909, PMID: 35241141, PMCID: 8896321
[702] NCTID: NCT02641236, PMID: 35239511, PMCID: 9057614
[703] NCTID: NCT03978130, PMID: 35238793, PMCID: 8931649
[704] NCTID: NCT04486313, PMID: 35237748, PMCID: 8883002
[705] NCTID: NCT01696279, PMID: 35236302, PMCID: 8892701
[706] NCTID: NCT00183443, PMID: 35235061, PMCID: 8891404
[707] NCTID: NCT04177680, PMID: 35232215, PMCID: 9075326
[708] NCTID: NCT03280836, PMID: 35216638, PMCID: 8874298
[709] NCTID: NCT03500172, PMID: 35212470, PMCID: 8874880
[710] NCTID: NCT03397134, PMID: 35211743, PMCID: 9077422
[711] NCTID: NCT04394247, PMID: 35200588, PMCID: 8871271
[712] NCTID: NCT04190225, PMID: 35197106, PMCID: 8864594
[713] NCTID: NCT04839978, PMID: 35197100, PMCID: 8864592
[714] NCTID: NCT03405714, PMID: 35196395, PMCID: 9303197
[715] NCTID: NCT04092907, PMID: 35192105, PMCID: 9314282
[716] NCTID: NCT03005873, PMID: 35189943, PMCID: 8862584
[717] NCTID: NCT04679935, PMID: 35188581, PMCID: 9325853
[718] NCTID: NCT02873195, PMID: 35179586, PMCID: 8857687
[719] NCTID: NCT04011644, PMID: 35179502, PMCID: 8900897
[720] NCTID: NCT04677660, PMID: 35177302, PMCID: 8824367
[721] NCTID: NCT04452344, PMID: 35177108, PMCID: 8851821
[722] NCTID: NCT02934620, PMID: 35176037, PMCID: 8853499
[723] NCTID: NCT04960202, PMID: 35172054, PMCID: 8908851
[724] NCTID: NCT04304001, PMID: 35168640, PMCID: 8845372
[725] NCTID: NCT03216902, PMID: 35167779, PMCID: 9048176
[726] NCTID: NCT03543254, PMID: 35166150, PMCID: 9109235
[727] NCTID: NCT03116152, PMID: 35165274, PMCID: 8844279
[728] NCTID: NCT03225105, PMID: 35150356, PMCID: 9098584
[729] NCTID: NCT03093155, PMID: 35149854, PMCID: 8853032
[730] NCTID: NCT03853148, PMID: 35148798, PMCID: 8832080
[731] NCTID: NCT04908384, PMID: 35144958, PMCID: 8845324
[732] NCTID: NCT02547922, PMID: 35144924, PMCID: 8921596
[733] NCTID: NCT02634983, PMID: 35144620, PMCID: 8832861
[734] NCTID: NCT03087604, PMID: 35139802, PMCID: 8826655
[735] NCTID: NCT01271725, PMID: 35138529, PMCID: 8960620
[736] NCTID: NCT04399356, PMID: 35138402, PMCID: 8829666
[737] NCTID: NCT03415243, PMID: 35135601, PMCID: 8822665
[738] NCTID: NCT03256162, PMID: 35036831, PMCID: 8729188
[739] NCTID: NCT02101788, PMID: 35123694, PMCID: 8819271
[740] NCTID: NCT03001713, PMID: 35119463, PMCID: 8817199
[741] NCTID: NCT03119701, PMID: 35115574, PMCID: 8813993
[742] NCTID: NCT04969276, PMID: 35114141, PMCID: 8803382
[743] NCTID: NCT03694652, PMID: 35113020, PMCID: 8855281
[744] NCTID: NCT01763645, PMID: 35105329, PMCID: 8808992
[745] NCTID: NCT03038438, PMID: 35105153, PMCID: 8843393
[746] NCTID: NCT04223687, PMID: 35104297, PMCID: 8806063
[747] NCTID: NCT01993836, PMID: 35104057, PMCID: 8862419
[748] NCTID: NCT04405999, PMID: 35103059, PMCID: 8799951
[749] NCTID: NCT05085405, PMID: 35090577, PMCID: 8796614
[750] NCTID: NCT03130699, PMID: 35090520, PMCID: 8796443
[751] NCTID: NCT03768336, PMID: 35080500, PMCID: 8829691
[752] NCTID: NCT02614859, PMID: 35079115, PMCID: 9309187
[753] NCTID: NCT02337738, PMID: 35077474, PMCID: 8789184
[754] NCTID: NCT03170882, PMID: 35075109, PMCID: 8786921
[755] NCTID: NCT02731729, PMID: 35074903, PMCID: 8788323
[756] NCTID: NCT04772547, PMID: 35067230, PMCID: 8785535
[757] NCTID: NCT03483116, PMID: 35065683, PMCID: 9021029
[758] NCTID: NCT04968041, PMID: 35065656, PMCID: 8783179
[759] NCTID: NCT03198715, PMID: 35061236, PMCID: 8844171
[760] NCTID: NCT03624413, PMID: 35060907, PMCID: 8817214
[761] NCTID: NCT02946853, PMID: 35043250, PMCID: 8765764
[762] NCTID: NCT04498247, PMID: 35042081, PMCID: 8759950
[763] NCTID: NCT02432209, PMID: 35041662, PMCID: 8765626
[764] NCTID: NCT02638207, PMID: 35038723, PMCID: 9050528
[765] NCTID: NCT04380116, PMID: 35029534, PMCID: 8800086
[766] NCTID: NCT04126564, PMID: 35027938, PMCID: 8752233
[767] NCTID: NCT03512210, PMID: 35026142, PMCID: 8920770
[768] NCTID: NCT03385239, PMID: 35025993, PMCID: 8986458
[769] NCTID: NCT04240392, PMID: 35025898, PMCID: 8758001
[770] NCTID: NCT03555435, PMID: 35023846, PMCID: 8796046
[771] NCTID: NCT03327649, PMID: 35023349, PMCID: 9238491
[772] NCTID: NCT01711021, PMID: 35020462, PMCID: 8972004
[773] NCTID: NCT01880424, PMID: 35019221, PMCID: 9314117
[774] NCTID: NCT04382066, PMID: 35012962, PMCID: 8761492
[775] NCTID: NCT01970176, PMID: 35001638, PMCID: 9238526
[776] NCTID: NCT03655717, PMID: 34999737, PMCID: 8882180
[777] NCTID: NCT04263142, PMID: 34995417, PMCID: 9306620
[778] NCTID: NCT02260440, PMID: 34991708, PMCID: 8740438
[779] NCTID: NCT02522871, PMID: 34985503, PMCID: 8733869
[780] NCTID: NCT03489057, PMID: 34983621, PMCID: 8725423
[781] NCTID: NCT03852537, PMID: 34983600, PMCID: 8724733
[782] NCTID: NCT03338569, PMID: 34982738, PMCID: 9005102
[783] NCTID: NCT04856163, PMID: 34980212, PMCID: 8721475
[784] NCTID: NCT04393493, PMID: 34979962, PMCID: 8722345
[785] NCTID: NCT04364737, PMID: 34901997, PMCID: 8669605
[786] NCTID: NCT02906020, PMID: 34897099, PMCID: 8925113
[787] NCTID: NCT02145741, PMID: 34870878, PMCID: 8898728
[788] NCTID: NCT02041299, PMID: 34847228, PMCID: 8864642
[789] NCTID: NCT01750879, PMID: 34813505, PMCID: 8759778
[790] NCTID: NCT01773395, PMID: 34807983, PMCID: 9006263
[791] NCTID: NCT03345342, PMID: 34791283, PMCID: 8929757
[792] NCTID: NCT03480802, PMID: 34750291, PMCID: 8815827
[793] NCTID: NCT02702388, PMID: 34664662, PMCID: 8852210
[794] NCTID: NCT01680965, PMID: 34649279, PMCID: 8753213
[795] NCTID: NCT04071158, PMID: 34637519, PMCID: 9200146
[796] NCTID: NCT03092219, PMID: 34608092, PMCID: 8667798
[797] NCTID: NCT03654651, PMID: 34562081, PMCID: 8754578
[798] NCTID: NCT03253094, PMID: 34555149, PMCID: 9258939
[799] NCTID: NCT02662985, PMID: 34528079, PMCID: 9071547
[800] NCTID: NCT03645434, PMID: 34503985, PMCID: 8989052
[801] NCTID: NCT03134222, PMID: 34498056, PMCID: 9157055
[802] NCTID: NCT04581811, PMID: 34491885, PMCID: 8996283
[803] NCTID: NCT01298492, PMID: 34427633, PMCID: 9247846
[804] NCTID: NCT04009291, PMID: 34347093, PMCID: 8684498
[805] NCTID: NCT01076543, PMID: 34320785, PMCID: 9244831
[806] NCTID: NCT03010254, PMID: 34288635, PMCID: 8845530
[807] NCTID: NCT02203721, PMID: 34269326, PMCID: 8865208
[808] NCTID: NCT03554772, PMID: 34252915, PMCID: 8675044
[809] NCTID: NCT02555371, PMID: 34172470, PMCID: 8733344
[810] NCTID: NCT03674177, PMID: 34146100, PMCID: 9200160
[811] NCTID: NCT03033108, PMID: 33214244, PMCID: 8867285
[812] NCTID: NCT03193736, PMID: 33011690, PMCID: 8685654
[813] NCTID: NCT02532283, PMID: 32604406, PMCID: 9373154
[814] NCTID: NCT05127486, PMID: 37948006, PMCID: 10787669
[815] NCTID: NCT03805594, PMID: 37922930, PMCID: 10667020
[816] NCTID: NCT03629678, PMID: 37595029, PMCID: 10582837
[817] NCTID: NCT04325308, PMID: 37551512, PMCID: 10471508
[818] NCTID: NCT05027438, PMID: 37471122, PMCID: 10401195
[819] NCTID: NCT02728102, PMID: 37463058, PMCID: 10690096
[820] NCTID: NCT03182907, PMID: 37389891, PMCID: 10312293
